Business Licence Number,Business ID,Address,Business Licence Type,Type of Residence,Licenced Date,Licenced Expiry Date,Status Description,longitude,latitude,Point
BL270660,16356834,156 AMBLEHURST GR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-04T10:50:37,2024-07-03T10:50:37,Expired,-114.11411813892269,51.18547844712161,POINT (-114.11411813892269 51.18547844712161)
BL275087,16417164,#1503 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-11-14T16:17:23,2024-11-13T16:17:23,Expired,-114.06542608824009,51.04039750501286,POINT (-114.06542608824009 51.04039750501286)
BL270401,16352551,#1232 81 LEGACY BV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-06-26T13:17:15,2024-06-25T13:17:15,Expired,-114.02196667105821,50.86228189783688,POINT (-114.02196667105821 50.86228189783688)
BL238719,15958697,125 SKYVIEW RANCH DR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-04T13:04:49,2024-11-03T13:04:49,Expired,-113.96236739976146,51.16182342684819,POINT (-113.96236739976146 51.16182342684819)
BL260652,16223919,3517 2 ST NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-10-12T11:05:02,2024-10-11T11:05:02,Expired - Pending Recommendation,-114.06701143266156,51.083755817955264,POINT (-114.06701143266156 51.083755817955264)
BL273339,16393431,145 WEST RANCH PL SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-24T19:29:19,2024-09-23T19:29:19,Closed,-114.19641533229887,51.06305154258652,POINT (-114.19641533229887 51.06305154258652)
BL262471,16258675,316 CRANBROOK SQ SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-12-13T08:30:39,2024-12-12T08:30:39,Licensed,-113.97546881800058,50.86526121683748,POINT (-113.97546881800058 50.86526121683748)
BL271682,16371908,12 CRESTBROOK VW SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-03T10:47:03,2024-08-02T10:47:03,Expired,-114.27091481860558,51.08246428775051,POINT (-114.27091481860558 51.08246428775051)
BL271639,16371247,6315 128 AV NE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-08-01T22:26:49,2024-07-31T22:26:49,Expired,-113.94366137507281,51.16510476772854,POINT (-113.94366137507281 51.16510476772854)
BL271526,16369456,114 BRIDLECREST BV SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-07-28T23:51:20,2024-07-27T23:51:20,Expired,-114.1194249121612,50.90379456570615,POINT (-114.1194249121612 50.90379456570615)
BL277517,16452898,48 BERKSHIRE CO NW,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-02-27T14:45:49,2025-02-26T14:45:49,Licensed,-114.08509251978387,51.135221645895584,POINT (-114.08509251978387 51.135221645895584)
BL270202,16349599,116 EVANSVIEW RD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-06-20T10:16:42,2024-06-19T10:16:42,Expired,-114.12141699461438,51.16890390463348,POINT (-114.12141699461438 51.16890390463348)
BL270699,16357436,60 AUBURN GLEN CL SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-04T17:46:48,2024-07-03T17:46:48,Closed,-113.95068495067312,50.89752305045386,POINT (-113.95068495067312 50.89752305045386)
BL275859,16429839,#2005 1320 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-12-18T09:26:04,2024-12-17T09:26:04,Licensed,-114.06061104811258,51.03976120034303,POINT (-114.06061104811258 51.03976120034303)
BL264114,16277519,123 BRIDLEWOOD DR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-01-20T19:20:27,2025-01-19T19:20:27,Licensed,-114.09971302648852,50.898556069468455,POINT (-114.09971302648852 50.898556069468455)
BL272391,16381139,20 HIDDEN SPRING PL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-25T13:42:25,2024-08-24T13:42:25,Expired,-114.10829536492959,51.15209092432426,POINT (-114.10829536492959 51.15209092432426)
BL270266,16350506,342 MT CORNWALL CI SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-06-21T17:17:44,2024-06-20T17:17:44,Expired,-113.9783280697447,50.91872675896266,POINT (-113.9783280697447 50.91872675896266)
BL273814,16399966,147B COPPERLEAF WY SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-10-05T16:36:42,2025-10-05T16:36:42,Licensed,-113.92835776587837,50.911485923701484,POINT (-113.92835776587837 50.911485923701484)
BL273551,16396525,15 MONTROSE CR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-29T08:59:27,2024-09-28T08:59:27,Expired,-114.0473037324403,51.06859344445115,POINT (-114.0473037324403 51.06859344445115)
BL258587,16192528,512 PANATELLA SQ NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-08-04T17:12:09,2024-08-03T17:12:09,Closed,-114.0750835390114,51.16941657397298,POINT (-114.0750835390114 51.16941657397298)
BL282380,16512246,#502 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-09-26T13:36:59,2025-09-26T13:36:59,Licensed,-114.07622475706152,51.04332741445922,POINT (-114.07622475706152 51.04332741445922)
BL274430,16408544,707 75 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-25T19:26:40,2024-10-24T19:26:40,Expired - Pending Recommendation,-114.07580848127515,51.11975174068175,POINT (-114.07580848127515 51.11975174068175)
BL260359,16213886,#503 138 18 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-03T15:23:52,2024-10-02T15:23:52,Expired,-114.06176410528035,51.03720478555122,POINT (-114.06176410528035 51.03720478555122)
BL257168,16178782,809 22 AV SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-06-24T11:38:59,2024-06-23T11:38:59,Closed,-114.04364649498808,51.03358369577339,POINT (-114.04364649498808 51.03358369577339)
BL274498,16409344,#3210 655 CENTRE ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-27T10:55:25,2024-10-26T10:55:25,Expired,-114.0636899389102,51.04678723561836,POINT (-114.0636899389102 51.04678723561836)
BL281814,16505604,#202 17 13 ST NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-10-04T10:12:15,2025-10-04T10:12:15,Licensed,-114.09360780423026,51.05201281722969,POINT (-114.09360780423026 51.05201281722969)
BL265835,16297442,88 RED EMBERS SQ NE,SHORT TERM RENTAL - TIER TWO,Single/detached house,2023-12-07T15:35:28,2024-12-06T15:35:28,Licensed,-113.95391749182096,51.17030429651866,POINT (-113.95391749182096 51.17030429651866)
BL283052,16519886,6423B TREGILLUS ST NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-09T12:36:58,2025-10-09T12:36:58,Licensed,-114.06691185901819,51.10986422084159,POINT (-114.06691185901819 51.10986422084159)
BL277036,16447005,140B WALCREST BV SE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-02-15T09:30:54,2025-02-14T09:30:54,Licensed,-114.01076951768827,50.86555636318247,POINT (-114.01076951768827 50.86555636318247)
BL272014,16377012,4627 MARBANK DR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-15T17:27:01,2024-08-14T17:27:01,Expired,-113.96682680304679,51.063295958217815,POINT (-113.96682680304679 51.063295958217815)
BL280327,16488074,139 ROCKBOROUGH PA NW,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-07-02T11:55:05,2025-07-02T11:55:05,Licensed,-114.2350927677636,51.14968283927663,POINT (-114.2350927677636 51.14968283927663)
BL275120,16417461,1300 25 ST SE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-11-15T12:21:57,2024-11-14T12:21:57,Expired - Pending Recommendation,-113.99989576131678,51.04183627712326,POINT (-113.99989576131678 51.04183627712326)
BL270141,16349078,#1404 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-06-19T09:09:18,2024-06-18T09:09:18,Expired,-114.06552644912034,51.04040029853629,POINT (-114.06552644912034 51.04040029853629)
BL276875,16444903,#1706 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-03-13T10:09:41,2025-03-13T10:09:41,Licensed,-114.0759641490098,51.04344769600341,POINT (-114.0759641490098 51.04344769600341)
BL257267,16179707,105 VALLEY BROOK CO NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-06-28T06:59:39,2024-06-27T06:59:39,Expired,-114.24062996240261,51.091415173803064,POINT (-114.24062996240261 51.091415173803064)
BL250136,16105876,122 EVANSMEADE CR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-15T21:16:40,2024-11-14T21:16:40,Expired,-114.11168775043161,51.16294612786773,POINT (-114.11168775043161 51.16294612786773)
BL259351,16200305,131 ARBOUR WOOD CL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-08-25T14:24:28,2025-08-25T14:24:28,Licensed,-114.20508016458528,51.12980566550856,POINT (-114.20508016458528 51.12980566550856)
BL231332,15871619,443 CHAPARRAL RIDGE CI SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-01-31T13:07:23,2025-01-30T13:07:23,Licensed,-114.02214178946919,50.88369420843241,POINT (-114.02214178946919 50.88369420843241)
BL279178,16474017,146 BELMONT DR SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-04-04T10:02:00,2025-04-04T10:02:00,Licensed,-114.0651287680453,50.87285009080056,POINT (-114.0651287680453 50.87285009080056)
BL273990,16402372,#201 90 PANATELLA LD NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-12T20:23:16,2024-10-11T20:23:16,Closed,-114.09255383460591,51.16404565807784,POINT (-114.09255383460591 51.16404565807784)
BL272658,16384679,159 NOLANHURST HT NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-04T06:01:03,2024-09-03T06:01:03,Closed,-114.17390533421944,51.18227474300954,POINT (-114.17390533421944 51.18227474300954)
BL231407,15872419,1714 17 ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-02-02T08:24:12,2025-02-01T08:24:12,Closed,-114.10182662964361,51.06761671715554,POINT (-114.10182662964361 51.06761671715554)
BL271805,16373540,116R EVANSVIEW RD NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-08-08T15:20:34,2024-08-07T15:20:34,Expired,-114.1214161730669,51.16887964270316,POINT (-114.1214161730669 51.16887964270316)
BL276680,16442055,215 CHAPARRAL VALLEY WY SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-01-15T14:39:11,2025-01-14T14:39:11,Licensed,-114.01324842955187,50.890053079720474,POINT (-114.01324842955187 50.890053079720474)
BL258325,16190076,140 COVEWOOD GR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-07-26T13:09:48,2025-07-26T13:09:48,Licensed,-114.04347748073505,51.16915778778931,POINT (-114.04347748073505 51.16915778778931)
BL273314,16393167,#505 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-09-22T18:37:29,2024-09-21T18:37:29,Expired,-114.06564340245089,51.040399279995064,POINT (-114.06564340245089 51.040399279995064)
BL272898,16387375,295 BRIDLEWOOD CI SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-11T14:06:00,2024-09-10T14:06:00,Expired,-114.10288362881356,50.90344301085468,POINT (-114.10288362881356 50.90344301085468)
BL279980,16483778,235B CARRINGVUE PL NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-05-23T13:51:01,2025-05-23T13:51:01,Licensed,-114.08230658844697,51.17741664548089,POINT (-114.08230658844697 51.17741664548089)
BL259606,16202871,#310 1177 11 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-09-06T15:37:16,2024-09-05T15:37:16,Expired,-114.08850239883313,51.042808783598595,POINT (-114.08850239883313 51.042808783598595)
BL271386,16366700,87 MARGATE PL NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-25T04:30:53,2024-07-24T04:30:53,Closed,-113.97600344411687,51.060848624086034,POINT (-113.97600344411687 51.060848624086034)
BL275439,16421422,763B WALGROVE BV SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-11-25T22:21:23,2024-11-24T22:21:23,Expired,-114.01348214843203,50.86590394982222,POINT (-114.01348214843203 50.86590394982222)
BL270613,16356032,104 EVERHOLLOW CR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-02T17:28:30,2024-07-01T17:28:30,Expired,-114.11991147149294,50.91703539285293,POINT (-114.11991147149294 50.91703539285293)
BL261005,16228850,1038 CARRINGTON BV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-10-20T23:07:35,2025-10-20T23:07:35,Licensed,-114.08547727827809,51.17900163510663,POINT (-114.08547727827809 51.17900163510663)
BL272692,16385015,#209 1410 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-09-05T12:26:35,2024-09-04T12:26:35,Expired,-114.06041438398485,51.039167134144094,POINT (-114.06041438398485 51.039167134144094)
BL278539,16466070,62 CARRINGTON RI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-03-22T12:52:48,2025-03-22T12:52:48,Licensed,-114.08891079874695,51.18070806615822,POINT (-114.08891079874695 51.18070806615822)
BL272166,16378747,644R SETON CI SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-08-19T11:52:32,2025-08-19T11:52:32,Licensed,-113.95459494591505,50.86412301294515,POINT (-113.95459494591505 50.86412301294515)
BL275472,16422115,#102 807 48 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-11-27T15:09:55,2024-11-26T15:09:55,Licensed,-114.0820872427481,51.01027891929207,POINT (-114.0820872427481 51.01027891929207)
BL250220,16106700,226B 27 AV NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-11-18T12:00:52,2024-11-17T12:00:52,Expired,-114.06647588143676,51.07719328043133,POINT (-114.06647588143676 51.07719328043133)
BL251761,16122053,233 HIDDEN CREEK BV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-01-14T13:04:32,2025-01-13T13:04:32,Licensed,-114.10204266941982,51.158200568678936,POINT (-114.10204266941982 51.158200568678936)
BL276190,16436479,628 SEYMOUR AV SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-12-28T12:37:52,2024-12-27T12:37:52,Licensed,-114.07934414888778,50.96147795315801,POINT (-114.07934414888778 50.96147795315801)
BL274418,16408429,#3110 655 CENTRE ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-25T16:18:04,2024-10-24T16:18:04,Closed,-114.06371734986487,51.04676703873238,POINT (-114.06371734986487 51.04676703873238)
BL270343,16351520,#443 1719 9A ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-06-23T18:48:47,2024-06-22T18:48:47,Closed,-114.08622607811759,51.03699078643555,POINT (-114.08622607811759 51.03699078643555)
BL236491,15932650,925 20 AV SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-17T11:28:32,2024-08-16T11:28:32,Expired,-114.04018837743503,51.03519473952636,POINT (-114.04018837743503 51.03519473952636)
BL280529,16490286,3129 44 ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-07-29T15:19:55,2025-07-29T15:19:55,Licensed,-114.15138137253066,51.02588173069431,POINT (-114.15138137253066 51.02588173069431)
BL231745,15875958,7508 7 ST SW,SHORT TERM RENTAL - TIER TWO,Single/detached house,2024-09-10T14:10:02,2025-09-10T14:10:02,Licensed,-114.0811517255954,50.98697715894135,POINT (-114.0811517255954 50.98697715894135)
BL264863,16286007,105B EDITH GA NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-02-05T15:07:15,2025-02-04T15:07:15,Licensed,-114.17071788093212,51.18506467128999,POINT (-114.17071788093212 51.18506467128999)
BL279226,16474470,72B LUCAS ST NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-07-31T10:18:00,2025-07-31T10:18:00,Licensed,-114.07453218968502,51.1880658990429,POINT (-114.07453218968502 51.1880658990429)
BL267171,16311755,70 BRIDLERIDGE CR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-03-19T17:38:32,2025-03-19T17:38:32,Licensed,-114.1067448880742,50.89808553843955,POINT (-114.1067448880742 50.89808553843955)
BL273459,16395147,285 SETON CI SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-09-26T19:45:09,2024-09-25T19:45:09,Expired,-113.95659915094814,50.869356589961875,POINT (-113.95659915094814 50.869356589961875)
BL271941,16375909,197 NOLANHURST WY NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-08-13T18:57:21,2024-08-12T18:57:21,Expired,-114.17304011505416,51.18142287449523,POINT (-114.17304011505416 51.18142287449523)
BL272183,16378952,#301 816 4 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-08-21T10:53:19,2024-08-20T10:53:19,Expired - Pending Recommendation,-114.07950021807498,51.05013014469373,POINT (-114.07950021807498 51.05013014469373)
BL275757,16427551,352 SAGE MEADOWS CI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-12-14T10:34:22,2024-12-13T10:34:22,Licensed,-114.13252701813417,51.172599440022125,POINT (-114.13252701813417 51.172599440022125)
BL231333,15871627,233 37 ST NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-01-31T13:10:03,2025-01-30T13:10:03,Licensed,-114.14157404848324,51.05993749150719,POINT (-114.14157404848324 51.05993749150719)
BL271102,16362212,3008 BLAKISTON DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-13T15:49:33,2024-07-12T15:49:33,Cancelled,-114.12834435485296,51.089199828623826,POINT (-114.12834435485296 51.089199828623826)
BL270632,16356578,7420 HUNTERFIELD RD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-03T12:57:22,2024-07-02T12:57:22,Expired,-114.07199657807128,51.11934167887947,POINT (-114.07199657807128 51.11934167887947)
BL275230,16418568,541 MCKENZIE TOWNE CL SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-11-19T16:03:21,2024-11-18T16:03:21,Expired,-113.95461275637432,50.91264136084492,POINT (-113.95461275637432 50.91264136084492)
BL252345,16127870,109 MT ALBERTA VW SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-02-01T14:50:13,2025-01-31T14:50:13,Licensed,-113.9868194633775,50.91977653939297,POINT (-113.9868194633775 50.91977653939297)
BL269348,16337990,516 2 ST NE,SHORT TERM RENTAL - TIER ONE,Townhouse,2024-05-27T17:27:18,2025-05-27T17:27:18,Licensed,-114.05735373901123,51.05676943279725,POINT (-114.05735373901123 51.05676943279725)
BL258171,16188377,#807 221 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-07-23T22:55:19,2024-07-22T22:55:19,Expired,-114.0587858134723,51.047041409634424,POINT (-114.0587858134723 51.047041409634424)
BL257917,16185811,#1607 211 13 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-07-16T12:07:15,2024-07-15T12:07:15,Closed,-114.0599464948518,51.040064560307144,POINT (-114.0599464948518 51.040064560307144)
BL271938,16375875,175B MAGNOLIA WY SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-13T15:35:17,2024-08-12T15:35:17,Expired,-113.90856649088202,50.888741269828245,POINT (-113.90856649088202 50.888741269828245)
BL282586,16514457,226B MAGNOLIA WY SE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-11-15T15:21:12,2025-11-15T15:21:12,Licensed,-113.90790016766957,50.88767030042804,POINT (-113.90790016766957 50.88767030042804)
BL271544,16369977,274 AQUILA DR NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-07-30T20:44:51,2024-07-29T20:44:51,Expired,-114.1686793985394,51.18612142471185,POINT (-114.1686793985394 51.18612142471185)
BL272720,16385262,#2105 76 CORNERSTONE PS NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-09-05T18:12:04,2024-09-04T18:12:04,Expired,-113.94478612427652,51.16445373252616,POINT (-113.94478612427652 51.16445373252616)
BL282607,16514762,154B HOTCHKISS MR SE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-31T14:48:07,2025-10-31T14:48:07,Licensed,-113.89537192952953,50.918839479696146,POINT (-113.89537192952953 50.918839479696146)
BL257132,16178428,3827R 24 ST NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-06-23T14:43:01,2024-06-22T14:43:01,Expired - Pending Recommendation,-114.1192627741079,51.08613714410672,POINT (-114.1192627741079 51.08613714410672)
BL278476,16465098,4922 20 ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-04-09T15:36:47,2025-04-09T15:36:47,Closed,-114.10912042673228,51.01040120413757,POINT (-114.10912042673228 51.01040120413757)
BL270302,16351090,1218 18 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-06-22T18:38:00,2024-06-21T18:38:00,Expired,-114.08840911796972,51.068970893388816,POINT (-114.08840911796972 51.068970893388816)
BL277285,16449704,10 WALDEN CO SE,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-03-15T14:38:09,2025-03-15T14:38:09,Licensed,-114.03288750427606,50.87406205686514,POINT (-114.03288750427606 50.87406205686514)
BL278593,16466690,52R AMBLEHURST LI NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-03-26T09:28:13,2025-03-26T09:28:13,Licensed,-114.11268219277127,51.184847327229555,POINT (-114.11268219277127 51.184847327229555)
